R0uta,Afro House,Ambient,Deep House,Pop/Dance,Techno,Trance,Progressive House,RMS,Tiempo Inicio,Tiempo Fin,ZCR,Mean Absolute Amplitude,Crest Factor,Standard Deviation of Amplitude,Spectral Centroid,Spectral Bandwidth,Spectral Roll-off,Spectral Flux,VAD,Spectral Variation,Tempo
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_651.png,0,0,0,0,0,1,0,0.13476588,54:15,54:20,0.0078125,0.11496698,2.8795257,0.13670185,1812.566322915442,2494.566798216683,3833.8594157845127,1.0586327,1,0.5784718,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_652.png,0,0,0,0,0,1,0,0.13845031,54:20,54:25,0.00537109375,0.11920137,2.6520107,0.14085019,794.2967307518462,1318.7856932968855,1559.7333372607309,1.1502099,1,0.40010673,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_653.png,0,0,0,0,0,1,0,0.1411,54:25,54:30,0.001953125,0.1216174,2.5250394,0.14357387,514.8476001461233,848.8576694462026,970.193205300174,1.1518878,1,0.3915464,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_654.png,0,0,0,0,0,1,0,0.07728201,54:30,54:35,0.0029296875,0.06340665,4.701325,0.08555748,2757.4279143485855,2813.380626970628,5478.276695729408,1.1726689,1,0.7065591,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_655.png,0,0,0,0,0,1,0,0.046671297,54:35,54:40,0.02587890625,0.036780886,7.9266815,0.049711928,3526.0792341789,3348.0364007210724,7188.642532808874,1.1846513,1,0.51255727,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_656.png,0,0,0,0,0,1,0,0.057262722,54:40,54:45,0.03857421875,0.04537095,6.801516,0.05871575,3522.448138745866,3161.1645837659553,6745.238408135151,1.1797042,1,0.56725776,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_657.png,0,0,0,0,0,1,0,0.11967974,54:45,54:50,0.0693359375,0.100542516,3.5778441,0.12236296,2948.4885912734135,3338.3198621850297,6411.6985843242455,1.0688199,1,0.69534284,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_658.png,0,0,0,0,0,1,0,0.13143468,54:50,54:55,0.00244140625,0.112111166,3.2568662,0.1332663,2400.961734582456,3214.140091557366,5557.914574572216,1.2849591,1,0.61105394,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_659.png,0,0,0,0,0,1,0,0.11510897,54:55,55:00,0.0419921875,0.09748018,3.669977,0.12176078,2622.745410832709,3309.3829379644676,5891.8540866081785,1.3984731,1,0.63215137,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_660.png,0,0,0,0,0,1,0,0.13193311,55:00,55:05,0.01123046875,0.11235059,3.86957,0.13401526,2370.84760089303,3238.041610778088,5408.631022513051,1.4115177,1,0.62177026,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_661.png,0,0,0,0,0,1,0,0.08101132,55:05,55:10,0.0126953125,0.06753913,5.070174,0.09334142,3029.994167754015,3430.9804646785665,6653.160233287413,1.3760052,1,0.60483015,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_662.png,0,0,0,0,0,1,0,0.06120014,55:10,55:15,0.03662109375,0.049661715,6.4101963,0.07042757,3547.7951968125203,3531.125269888279,7537.920080481438,1.2272376,1,0.60984606,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_663.png,0,0,0,0,0,1,0,0.13098867,55:15,55:20,0.0107421875,0.11162326,3.311641,0.13282675,2463.9664074619513,3233.8949449265765,5566.108183185905,1.2310842,1,0.6192461,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_664.png,0,0,0,0,0,1,0,0.13152137,55:20,55:25,0.00146484375,0.112112924,3.5769916,0.13339937,2403.7015356686343,3261.490768264622,5464.087763739849,1.385812,1,0.6288759,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_665.png,0,0,0,0,0,1,0,0.13215552,55:25,55:30,0.0185546875,0.112565145,3.5672247,0.13404472,2461.615632125946,3280.181531690391,5567.10740374855,1.4137002,1,0.6459601,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_666.png,0,0,0,0,0,1,0,0.1320462,55:30,55:35,0.0078125,0.11267014,3.4791045,0.1339285,2401.77815881015,3267.613728057048,5428.115823484629,1.384193,1,0.63255817,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_667.png,0,0,0,0,0,1,0,0.13269381,55:35,55:40,0.009765625,0.11335817,3.3674593,0.13463722,2438.0861217439683,3317.956818956054,5633.655493220707,1.4021748,1,0.6373299,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_668.png,0,0,0,0,0,1,0,0.10220121,55:40,55:45,0.01416015625,0.08582055,4.1869116,0.110349,3241.882219143277,3551.820717481264,7159.615175464037,1.1376963,1,0.6716127,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_669.png,0,0,0,0,0,1,0,0.13299596,55:45,55:50,0.013671875,0.11368913,3.2685733,0.134913,2445.35532027118,3169.846204789996,5590.988775195766,1.2599254,1,0.6274508,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_670.png,0,0,0,0,0,1,0,0.13545936,55:50,55:55,0.00341796875,0.115965225,3.1179912,0.1375302,2206.03596823205,3069.450145452303,4804.352387253481,1.6525146,1,0.6447168,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_671.png,0,0,0,0,0,1,0,0.082449846,55:55,56:00,0.013671875,0.06860971,5.4552846,0.0963061,3115.3499709500607,3368.4583395025143,6520.713547708817,1.5447446,1,0.6562617,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_672.png,0,0,0,0,0,1,0,0.048584107,56:00,56:05,0.0908203125,0.037690032,9.001929,0.051854186,3935.091283346754,3606.3510875715388,7944.952576674884,1.3196361,1,0.6540928,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_673.png,0,0,0,0,0,1,0,0.053615853,56:05,56:10,0.02294921875,0.041856498,10.463185,0.056685776,3851.6161509881144,3436.3564052346733,7394.8816569388055,1.283579,1,0.7239549,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_674.png,0,0,0,0,0,1,0,0.05143438,56:10,56:15,0.05859375,0.04097084,8.631322,0.05530885,2784.182865654675,2420.2325078074596,5224.974283098898,1.0076966,1,0.58309495,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_675.png,0,0,0,0,0,1,0,0.031564888,56:15,56:20,0.025390625,0.025160003,5.8500323,0.033270508,1721.1998650373896,1715.4547572762954,3565.0690844330047,1.0028331,1,0.14152054,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_676.png,0,0,0,0,0,1,0,0.055454258,56:20,56:25,0.0234375,0.043487262,16.08028,0.061280742,3644.644846626633,3009.7282881620763,6579.16795062355,1.1484512,1,0.9307756,178.20581896551724
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_677.png,0,0,0,0,0,1,0,0.16266663,56:25,56:30,0.16552734375,0.1382392,4.180791,0.16861469,3471.8274998131337,3510.935885573787,6737.044799521462,1.3976915,1,1.1269997,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_678.png,0,0,0,0,0,1,0,0.11141196,56:30,56:35,0.0380859375,0.09341111,4.1348853,0.13144086,3209.5216577625692,3480.9875244062964,6455.164678799304,1.5300233,1,0.83967483,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_679.png,0,0,0,0,0,1,0,0.048410676,56:35,56:40,0.060546875,0.037396904,7.989916,0.054516044,3641.30558241509,3794.7823325174377,7599.721872281032,1.7827525,1,0.642289,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_680.png,0,0,0,0,0,1,0,0.16611026,56:40,56:45,0.01708984375,0.14205326,2.8189602,0.16954046,2364.234595915855,3224.3893228485413,4798.506946962007,1.6603856,1,0.7786366,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_681.png,0,0,0,0,0,1,0,0.16699746,56:45,56:50,0.0009765625,0.14297,2.6799634,0.17068031,2346.7758918119025,3219.8400856406997,4765.832434563515,1.7026328,1,0.76819754,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_682.png,0,0,0,0,0,1,0,0.13133416,56:50,56:55,0.00341796875,0.11067202,3.264004,0.142466,2699.4470414909033,3333.5535644308175,5474.579579647621,1.6455507,1,0.86220664,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_683.png,0,0,0,0,0,1,0,0.16130497,56:55,57:00,0.01953125,0.13770434,2.914058,0.16442475,2719.241579922131,3402.1477418652003,5728.931173868909,1.3335984,1,0.846603,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_684.png,0,0,0,0,0,1,0,0.16170985,57:00,57:05,0.0390625,0.137897,2.893207,0.16483352,2806.243917629904,3435.386140932211,6000.569283823956,1.3374777,1,0.8312324,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_685.png,0,0,0,0,0,1,0,0.08854777,57:05,57:10,0.01904296875,0.07247035,4.961048,0.10463859,3484.934521230243,3598.1185427177784,7151.271683765951,1.3392694,1,0.8090874,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_686.png,0,0,0,0,0,1,0,0.15984657,57:10,57:15,0.0263671875,0.1368302,3.0143447,0.1630432,2783.9587694708766,3402.563257571716,5974.039977885731,1.3305889,1,0.8275731,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_687.png,0,0,0,0,0,1,0,0.15995346,57:15,57:20,0.00830078125,0.13683715,2.7542727,0.16307299,2795.9914136094517,3402.592415641994,6016.107163573086,1.3263277,1,0.8285259,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_688.png,0,0,0,0,0,1,0,0.12683181,57:20,57:25,0.00244140625,0.10679998,3.9367554,0.13665986,2990.5022210121347,3193.7776055000095,6268.260472556554,1.1133868,1,0.88426673,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_689.png,0,0,0,0,0,1,0,0.06843554,57:25,57:30,0.03759765625,0.05536342,4.415963,0.07029683,1241.8011323234862,1330.0834866444045,2467.8749456206497,0.8299852,1,0.29211023,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_690.png,0,0,0,0,0,1,0,0.07603623,57:30,57:35,0.01708984375,0.06352748,4.560777,0.08463446,837.4561852162532,1118.5798517763815,1660.654614087877,0.8125949,1,0.24905139,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_691.png,0,0,0,0,0,1,0,0.09470914,57:35,57:40,0.0029296875,0.07931852,3.670802,0.098742686,713.5150183218506,956.3658693389204,1320.469973535383,0.77629566,1,0.2748094,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_692.png,0,0,0,0,0,1,0,0.08956898,57:40,57:45,0.00927734375,0.07286829,3.7667327,0.09204513,828.4045874289056,1046.431709991881,1415.2460439022623,0.84214526,1,0.33101743,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_693.png,0,0,0,0,0,1,0,0.1004866,57:45,57:50,0.01123046875,0.08406507,3.487504,0.10760759,825.2911939800271,1008.1146783996328,1504.926089399652,0.88428617,1,0.34903172,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_694.png,0,0,0,0,0,1,0,0.106036514,57:50,57:55,0.005859375,0.08802838,3.4665897,0.109410554,1129.0124895048002,1373.036902804129,2214.172844765081,1.0695984,1,0.4550733,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_695.png,0,0,0,0,0,1,0,0.10732219,57:55,58:00,0.01708984375,0.087036975,3.4111032,0.10976117,1222.5190877528994,1613.807151841711,2394.582117350638,1.1660637,1,0.4564507,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_696.png,0,0,0,0,0,1,0,0.11204535,58:00,58:05,0.0078125,0.09225794,3.3736646,0.11626054,1816.7929535568849,2431.108055230452,3832.310623912413,1.1424804,1,0.49268946,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_697.png,0,0,0,0,0,1,0,0.1132433,58:05,58:10,0.017578125,0.092763655,3.4121974,0.11542967,2974.839693396446,3703.536568689881,6930.493900449536,1.067588,1,0.58503336,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_698.png,0,0,0,0,0,1,0,0.10516271,58:10,58:15,0.03515625,0.085163295,4.664441,0.1086441,4067.0911383039775,3918.963546876141,8409.190450079757,0.99039596,1,0.87263876,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_699.png,0,0,0,0,0,1,0,0.009106536,58:15,58:20,0.04638671875,0.0073303077,12.343363,0.011708843,1691.2170711334988,2411.088779856712,3146.595512797274,0.87939125,1,0.10667421,129.19921875
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_700.png,0,0,0,0,0,1,0,0.05778019,58:20,58:25,0.0078125,0.046763472,6.9890733,0.067979984,2037.3761994458066,2295.8646961175396,4200.573362275232,1.0248042,1,0.54599524,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_701.png,0,0,0,0,0,1,0,0.063461825,58:25,58:30,0.00732421875,0.0510062,5.5790014,0.071307994,1951.015512974959,2181.264029911043,3823.767288101798,1.0616375,1,0.5394026,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_702.png,0,0,0,0,0,1,0,0.033258557,58:30,58:35,0.00830078125,0.026705308,10.620657,0.036780585,646.3440803662335,881.4042606650603,955.8044291980858,0.8000507,1,0.20573069,135.99917763157896
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_703.png,0,0,0,0,0,1,0,0.057043735,58:35,58:40,0.03173828125,0.046188902,6.3522964,0.06698263,1699.0577390348906,2022.509884830157,3404.9439892691416,0.9365248,1,0.44963285,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_704.png,0,0,0,0,0,1,0,0.06796691,58:40,58:45,0.00732421875,0.054584995,6.1580606,0.07513873,2119.964489223879,2421.61565441333,4257.478973317865,1.0735589,1,0.5374428,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_705.png,0,0,0,0,0,1,0,0.061876588,58:45,58:50,0.01416015625,0.048794184,8.124781,0.06601081,4438.648263636099,3718.2699483381302,8743.329806228248,1.1064287,1,0.8436167,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_706.png,0,0,0,0,0,1,0,0.16088277,58:50,58:55,0.12890625,0.13716021,3.3282857,0.16430974,1650.0294675218602,2201.465473873336,3400.2976136528423,1.1598939,1,0.7982725,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_707.png,0,0,0,0,0,1,0,0.16173358,58:55,59:00,0.001953125,0.13768516,2.4084995,0.16443843,1357.064799452965,1991.4795826973725,2885.1494525812063,1.1902825,1,0.6211813,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_708.png,0,0,0,0,0,1,0,0.16335453,59:00,59:05,0.001953125,0.13975647,2.3287244,0.16638404,1207.9562034038552,1724.7326321472015,2651.381801950406,1.3355696,1,0.5995256,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_709.png,0,0,0,0,0,1,0,0.124436505,59:05,59:10,0.0107421875,0.10527234,3.1348956,0.13782835,1244.005527510955,1650.997831090658,2453.5361305466936,1.2083553,1,0.515287,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_710.png,0,0,0,0,0,1,0,0.056177992,59:10,59:15,0.02734375,0.044451695,7.122199,0.059192177,2185.594945402563,2332.036245040943,4210.865334070476,1.2265002,1,0.4644284,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_711.png,0,0,0,0,0,1,0,0.06874876,59:15,59:20,0.0244140625,0.05536673,6.3638253,0.08078723,2273.693355290886,2531.1695079852675,4511.380918285963,1.2900405,1,0.60914236,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_712.png,0,0,0,0,0,1,0,0.16039982,59:20,59:25,0.01904296875,0.13720752,2.9537334,0.16344096,2412.061989106995,3132.331959257952,5046.663373694895,1.4137447,1,0.81628495,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_713.png,0,0,0,0,0,1,0,0.15724815,59:25,59:30,0.00439453125,0.1338438,2.971758,0.16027395,2579.5980399513246,3289.5398701307827,5495.4133283787705,1.433834,1,0.81588626,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_714.png,0,0,0,0,0,1,0,0.15903121,59:30,59:35,0.00439453125,0.13552798,2.8755407,0.16198152,2517.355736938705,3271.649278013895,5344.980672672564,1.4582613,1,0.8089902,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_715.png,0,0,0,0,0,1,0,0.16120867,59:35,59:40,0.00390625,0.13808425,2.7142055,0.16445202,2414.840722987136,3145.1314397953083,5020.034145700406,1.5142816,1,0.8058803,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_716.png,0,0,0,0,0,1,0,0.074240364,59:40,59:45,0.0029296875,0.05970061,6.323927,0.086281165,3319.9242486252883,3541.239622845389,6714.262570693156,1.4690596,1,0.76145774,132.51201923076923
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_717.png,0,0,0,0,0,1,0,0.09056373,59:45,59:50,0.04248046875,0.07415545,5.8048754,0.10420641,3396.374955523291,3571.771168345178,6963.318295932425,1.4281663,1,0.88209516,129.19921875
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_718.png,0,0,0,0,0,1,0,0.16267641,59:50,59:55,0.00244140625,0.13992074,3.0542085,0.16577497,2755.7449143186177,3397.5866769056493,5863.076534404002,1.302392,1,0.8668796,129.19921875
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_719.png,0,0,0,0,0,1,0,0.16046833,59:55,60:00,0.0166015625,0.13797858,2.9900954,0.1633498,2897.405984875373,3485.127508459029,6283.448625108758,1.3142341,1,0.8760988,129.19921875
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_720.png,0,0,0,0,0,1,0,0.16170608,60:00,60:05,0.02001953125,0.1390928,2.7679706,0.16453566,2852.1796799301383,3464.7369585834795,6166.639741335557,1.3247238,1,0.87679285,129.19921875
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_721.png,0,0,0,0,0,1,0,0.1638124,60:05,60:10,0.01171875,0.14169328,2.806365,0.16690478,2771.033058351378,3364.192719742076,5944.8127764283645,1.3711262,1,0.869304,129.19921875
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_722.png,0,0,0,0,0,1,0,0.16390067,60:10,60:15,0.01904296875,0.14181457,2.8307276,0.16689838,2762.1854453992064,3360.3651818086755,5969.343641241299,1.3290399,1,0.8698182,129.19921875
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_723.png,0,0,0,0,0,1,0,0.13923143,60:15,60:20,0.07568359375,0.11853248,3.1154113,0.14624329,3128.164034005784,3551.241383378468,6719.758283787703,1.2551724,1,0.93306655,129.19921875
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_724.png,0,0,0,0,0,1,0,0.16609576,60:20,60:25,0.00341796875,0.14348434,2.9933414,0.1692506,2389.0235580324597,3161.5957513515764,4899.278340704756,1.5119483,1,0.8710045,129.19921875
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_725.png,0,0,0,0,0,1,0,0.05380008,60:25,60:30,0.00927734375,0.042163007,6.7928624,0.06040856,3513.9229247516314,3601.4018023134254,7043.555707112819,1.6270328,1,0.6829317,129.19921875
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_726.png,0,0,0,0,0,1,0,0.048448242,60:30,60:35,0.02001953125,0.037322607,8.822582,0.05220504,3446.4467499362427,3663.053571658031,6987.999043829756,1.7157594,1,0.63983536,126.04801829268293
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_727.png,0,0,0,0,0,1,0,0.029993713,60:35,60:40,0.14208984375,0.022360824,12.375626,0.03417391,4396.9376973070075,3977.7395609582704,9115.489504785382,1.7777319,1,0.50776035,126.04801829268293
espectrogramas_salida1\TRANCE MIX Only Trance  (256 kbps)_fragmento_728.png,0,0,0,0,0,1,0,0.018804347,60:40,60:45,0.0166015625,0.0146257235,9.924198,0.020895585,4435.2520718836395,3489.6500782426315,8221.68671149942,1.2442236,1,0.30188465,126.04801829268293
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_0.png,0,1,0,0,0,0,0,0.12853046,0:00,0:05,0.16943359375,0.10979407,6.3148117,0.15137382,724.6846316263787,707.198714815632,1096.2948403059745,0.79992735,1,0.3443748,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_1.png,0,1,0,0,0,0,0,0.13413619,0:05,0:10,0.00146484375,0.11453782,5.2224426,0.15196379,181.29706715464798,473.2823323956691,233.81761165893272,0.8417809,1,0.33565122,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_2.png,0,1,0,0,0,0,0,0.1354582,0:10,0:15,0.001953125,0.11533964,5.8462124,0.15289114,189.88416709973924,505.27610035558087,237.76453288138052,0.87212116,1,0.33859083,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_3.png,0,1,0,0,0,0,0,0.13356571,0:15,0:20,0.00146484375,0.11423028,5.865137,0.1499894,201.34704802841378,517.709279136107,254.70132141821347,0.89976656,1,0.33341697,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_4.png,0,1,0,0,0,0,0,0.13696726,0:20,0:25,0.00537109375,0.11664685,6.167723,0.15391804,214.6171992291708,503.90492633113524,294.9699100928074,0.91595733,1,0.35400116,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_5.png,0,1,0,0,0,0,0,0.13612114,0:25,0:30,0.0009765625,0.11601874,5.8208184,0.15259466,245.86090867207176,554.1903367346561,358.96998713022043,0.90054595,1,0.3565774,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_6.png,0,1,0,0,0,0,0,0.13921522,0:30,0:35,0.00146484375,0.11697784,6.0124493,0.15374558,311.9335964681205,559.2286661043822,512.3003824680975,0.878155,1,0.37901473,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_7.png,0,1,0,0,0,0,0,0.14916015,0:35,0:40,0.00341796875,0.12418995,6.0665584,0.16754133,347.2837304028957,560.8411506819173,603.3793367531903,0.7492745,1,0.4166237,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_8.png,0,1,0,0,0,0,0,0.15768501,0:40,0:45,0.00537109375,0.13337582,5.792704,0.17100792,370.80122538476996,589.1000471022058,642.0991335556845,0.7929284,1,0.41721475,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_9.png,0,1,0,0,0,0,0,0.14617723,0:45,0:50,0.00244140625,0.121070825,5.9241457,0.16218302,444.99041537096264,702.8463059891862,791.9822179524361,0.85607415,1,0.43815053,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_10.png,0,1,0,0,0,0,0,0.1518384,0:50,0:55,0.00634765625,0.1263149,6.269566,0.17085078,432.1531861931848,683.036591834913,752.6628888123549,0.8662948,1,0.47057024,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_11.png,0,1,0,0,0,0,0,0.15762283,0:55,1:00,0.005859375,0.13146113,5.6991997,0.17094181,500.6310296590798,834.9682904635363,868.3226689385151,0.94556683,1,0.4535505,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_12.png,0,1,0,0,0,0,0,0.14893956,1:00,1:05,0.00830078125,0.12199153,5.938328,0.16268578,1076.4211035846415,1788.7959146574638,1856.7016884788284,1.0029516,1,0.7772379,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_13.png,0,1,0,0,0,0,0,0.13010076,1:05,1:10,0.01513671875,0.10528526,4.6662917,0.13821097,1700.451349228763,2523.9426139269685,3015.447813950116,0.95825136,1,0.850356,139.6748310810811
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_14.png,0,1,0,0,0,0,0,0.10386774,1:10,1:15,0.01611328125,0.08427923,7.105856,0.11641723,1904.7832644670123,2556.289581790034,3798.7368130075406,1.0455825,1,0.7595679,123.046875
espectrogramas_salida1\Anjunadeep Essentials (DJ Mix) (Tinlicker Yotto Marsh Lane 8 Eli Fur) (256 kbps)_fragmento_15.png,0,1,0,0,0,0,0,0.14054082,1:15,1:20,0.017578125,0.11410214,5.0595164,0.14963931,1852.4671138879844,2636.367196921202,3658.845934237239,1.0279884,1,0.92157185,117.45383522727273
