Ruta,Break,Pre-Drop,Drop,Valencia_0.0,Valencia_0.1,Valencia_0.2,Valencia_0.3,Valencia_0.4,Valencia_0.5,Valencia_0.6,Valencia_0.7,Valencia_0.8,Valencia_0.9,Valencia_1.0,Arousal_0.0,Arousal_0.1,Arousal_0.2,Arousal_0.3,Arousal_0.4,Arousal_0.5,Arousal_0.6,Arousal_0.7,Arousal_0.8,Arousal_0.9,Arousal_1.0,Tiempo Inicio,Tiempo Fin,RMS,ZCR,Mean Absolute Amplitude,Crest Factor,Standard Deviation of Amplitude,Spectral Centroid,Spectral Bandwidth,Spectral Roll-off,Spectral Flux,VAD,Spectral Variation,Tempo
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_48.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4:00,4:05,0.4379655420780182,0.009765625,0.3679115772247314,2.293863296508789,0.4416480660438538,2039.51963828168,2851.547874022666,4380.233219438805,1.208627462387085,1,1.972333431243896,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_49.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4:05,4:10,0.4406164884567261,0.00830078125,0.3709662556648254,2.291563272476196,0.4442768394947052,1962.619066589565,2823.286715084871,4267.171412775522,1.140008091926575,1,1.907151818275452,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_50.png,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4:10,4:15,0.350083976984024,0.01904296875,0.2904423475265503,2.871470928192139,0.3661088943481445,2581.020923309149,3160.574855137838,5721.437019649072,1.108289480209351,1,2.093156814575195,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_51.png,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4:15,4:20,0.2138135731220245,0.02490234375,0.1703173071146011,4.321188926696777,0.2216983735561371,3057.801163546752,3414.319558190577,6936.539184853538,1.120862722396851,1,1.637280821800232,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_52.png,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4:20,4:25,0.211474135518074,0.0322265625,0.1687674671411514,4.538556098937988,0.2188850194215775,3497.906472489163,3543.221798578607,7428.255623731148,1.062578916549683,1,1.840118169784546,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_53.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4:25,4:30,0.3540303111076355,0.0283203125,0.2933444976806641,2.887754440307617,0.3706873953342438,3308.735242639446,3753.97011380576,7718.978846432715,1.101391553878784,1,2.17979097366333,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_54.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4:30,4:35,0.4408299922943115,0.01416015625,0.371439516544342,2.318643093109131,0.4446687400341034,2434.617682494148,3271.168725359431,5633.355727051914,1.143365859985352,1,2.084567546844482,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_55.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4:35,4:40,0.4504268765449524,0.00439453125,0.3786065280437469,2.256602048873901,0.454001396894455,2246.109812201726,3247.348697783777,5288.624632939385,1.149776339530945,1,2.037581205368042,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_56.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4:40,4:45,0.4396208226680756,0.02978515625,0.3709738850593567,2.349814653396606,0.4424535036087036,2468.581535191679,3344.904617627632,5816.213090015951,1.146712899208069,1,2.089717388153076,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_57.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4:45,4:50,0.4432765543460846,0.0400390625,0.3728307783603668,2.293353080749512,0.4464201331138611,2572.974327050403,3460.871616200146,6126.321191632831,1.112618803977966,1,2.081428050994873,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_58.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4:50,4:55,0.4520972371101379,0.0185546875,0.3809728026390076,2.270898342132568,0.4554414451122284,2615.589096275682,3442.522050944242,6159.84504150957,1.075743675231934,1,2.118692398071289,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_59.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4:55,5:00,0.2874948680400848,0.01123046875,0.2342245727777481,3.584589958190918,0.3045162558555603,3498.054023250702,3804.708842040218,7950.997861078887,1.056050896644592,1,2.045364379882812,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_60.png,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5:00,5:05,0.2316399663686752,0.04296875,0.1854821294546127,4.233180999755859,0.2390231937170029,3377.188992226284,3597.124718831849,7458.581967807425,1.073848962783813,1,1.82907247543335,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_61.png,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5:05,5:10,0.2152906805276871,0.02099609375,0.1725853681564331,4.763306140899658,0.227460041642189,3409.035812711811,3496.226490426956,7463.628031648782,1.003650903701782,1,1.826293349266052,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_62.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:10,5:15,0.3979313671588898,0.017578125,0.3356352150440216,2.51409649848938,0.414992094039917,2933.996383425974,3819.783507630963,7336.227409911543,1.30949330329895,1,1.945515155792236,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_63.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:15,5:20,0.4370256364345551,0.00732421875,0.367997407913208,2.273102998733521,0.4419470727443695,2329.76699120228,3339.503518774762,5463.88791962732,1.259441614151001,1,2.009925603866577,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_64.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:20,5:25,0.4298621118068695,0.0029296875,0.3643795251846313,2.308917760848999,0.4354400932788849,2405.047545137301,3401.208215796086,5685.165313225058,1.456732392311096,1,1.999859929084778,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_65.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:25,5:30,0.4325588047504425,0.00830078125,0.3654267191886902,2.233561992645264,0.4376731812953949,2404.259375039439,3432.19447151513,5681.318314058874,1.406916975975037,1,1.947751522064209,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_66.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:30,5:35,0.4369348287582397,0.001953125,0.3686656355857849,2.291453123092651,0.4417987763881683,2325.151000024584,3330.872753780369,5477.926968532483,1.289565205574036,1,1.995027184486389,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_67.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:35,5:40,0.3476071953773499,0.00537109375,0.2900414168834686,2.863390445709229,0.3704099059104919,2643.972478418746,3433.966318797355,6057.774661035382,1.466499447822571,1,2.062804222106934,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_68.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:40,5:45,0.4223078489303589,0.029296875,0.3570182025432587,2.329246282577515,0.4283589720726013,2022.863103434195,3089.960783328326,4239.393081133991,1.770523548126221,1,1.803152561187744,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_69.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:45,5:50,0.4220700860023499,0.0263671875,0.3563155829906464,2.277084350585938,0.4279816150665283,2032.1547411767,3098.743260676032,4229.900485788863,1.792316317558289,1,1.775015830993652,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_70.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:50,5:55,0.3556839525699615,0.0029296875,0.2977529466152191,2.691320657730103,0.3799622654914856,2374.151922067263,3286.402591972617,5042.616530416183,1.795271635055542,1,1.791451215744019,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_71.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:55,6:00,0.1401568204164505,0.06103515625,0.1089145243167877,6.38282585144043,0.1531355977058411,3465.753847621328,3500.875453356423,7145.02655524942,1.368327260017395,1,1.378228306770325,132.5120192307692
espectrogramas_salida_secciones_2\Victor Ruiz - ENERGY_fragmento_72.png,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6:00,6:05,0.1594258695840836,0.02880859375,0.1282212734222412,5.624260425567627,0.1673978567123413,3109.223324591463,3343.251728876845,6444.273174666473,1.247252941131592,1,1.371650457382202,132.5120192307692
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_0.png,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:00,0:05,0.05640018,0.126953125,0.045633398,5.7286325,0.06100891,1023.539041216918,1030.837632579011,1575.970671403712,0.72367084,1,0.20272401,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_1.png,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:05,0:10,0.114944145,0.0078125,0.0941337,5.914612,0.12248789,2215.776153376024,2693.901218724005,4736.155583852958,0.9115402,1,0.8871095,132.5120192307692
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_2.png,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:10,0:15,0.14167991,0.02197265625,0.11521675,4.8757086,0.14734763,2817.267647191502,3400.105013191979,6403.105287485499,0.98492146,1,1.0772455,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_3.png,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:15,0:20,0.13667192,0.02099609375,0.11061702,5.2595725,0.14427115,3026.838384881978,3501.069664324646,6676.741838565836,1.0215038,1,1.1150652,123.046875
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_4.png,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:20,0:25,0.14856543,0.015625,0.12003193,5.070578,0.15191336,2721.202517842985,3318.885745073902,6300.934984955046,0.9496576,1,1.0740001,114.84375
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_5.png,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:25,0:30,0.13514462,0.02197265625,0.10845278,5.1120872,0.14040309,2532.153190563872,3215.735465774357,5682.617300790313,1.0074531,1,0.9635325,123.046875
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_6.png,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:30,0:35,0.1373935,0.02734375,0.11152679,5.2480526,0.14348876,2485.59774586443,3203.031756528063,5700.403426805395,1.0145472,1,1.0165163,123.046875
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_7.png,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0:35,0:40,0.17994244,0.01416015625,0.1453209,6.0545235,0.18996826,3565.769688155293,3828.980886285905,8031.884765625,0.952429,1,1.5482461,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_8.png,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0:40,0:45,0.2221735,0.02783203125,0.1800209,4.3196225,0.22570433,2535.613085088208,3067.809189113455,5364.615356728538,0.9957275,1,1.6695219,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_9.png,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0:45,0:50,0.2197492,0.01953125,0.17752564,4.5247464,0.22315004,2943.563618872102,3384.938860713907,6519.364599949246,1.0132711,1,1.7195706,123.046875
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_10.png,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0:50,0:55,0.23928985,0.02001953125,0.19457528,4.532889,0.24404569,2813.07797953999,3336.890126395189,6177.13155724333,0.9371557,1,1.6326029,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_11.png,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0:55,1:00,0.2512811,0.0244140625,0.20322792,4.1442857,0.2534482,2561.490249907511,3164.188406501246,5275.484882540603,0.92873883,1,1.6231045,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_12.png,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:00,1:05,0.2605976,0.03173828125,0.2110311,3.8574936,0.26296315,2594.728435546984,3260.4828646871,5574.351752827726,0.90302795,1,1.5373465,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_13.png,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:05,1:10,0.2542214,0.0302734375,0.2056715,4.2916737,0.25769916,2743.555142938692,3329.598963947703,5948.70973662268,0.952396,1,1.6443455,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_14.png,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:10,1:15,0.24323781,0.02099609375,0.20126738,3.793006,0.24569121,3007.186747279697,3431.304709238593,6638.67153512906,1.0375948,1,1.1974176,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_15.png,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1:15,1:20,0.24816109,0.02197265625,0.20371868,4.4787154,0.251507,4102.403948942654,3984.872169395699,8732.288419011022,1.0989798,1,1.7398591,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_16.png,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1:20,1:25,0.2796556,0.0546875,0.22821376,4.3437996,0.29090548,4223.587738492956,4136.900689418788,9153.1601199971,0.9845366,1,2.29223,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_17.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1:25,1:30,0.4061229,0.00634765625,0.34248573,3.1741269,0.41157237,3344.931570215415,3922.404933392729,7901.386560143562,0.9739459,1,2.371769,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_18.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1:30,1:35,0.40969843,0.025390625,0.34374338,3.222177,0.41433328,3325.412471617554,3903.415328527748,7841.63317049739,0.9669827,1,2.3626392,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_19.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1:35,1:40,0.40419272,0.01025390625,0.33947542,3.0413203,0.40964282,3502.15899077253,4001.187600700076,8220.58756888051,0.9805655,1,2.436164,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_20.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1:40,1:45,0.41638643,0.0390625,0.3502016,3.1871536,0.42068297,3718.99255715203,4206.608501065826,8881.522010042054,1.001925,1,2.4691625,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_21.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1:45,1:50,0.41832888,0.00830078125,0.35106838,3.1939247,0.42194396,3664.831285605708,4179.058789332326,8778.752175174013,1.0057039,1,2.4574616,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_22.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1:50,1:55,0.39627352,0.037109375,0.3272572,3.4673636,0.40256265,3642.061772090909,4060.554345671288,8517.256153929815,0.9830599,1,2.697933,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_23.png,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1:55,2:00,0.12090355,0.01904296875,0.098162524,6.418981,0.12838091,1665.355857506561,1808.825944741392,2685.105495939675,0.8879379,1,0.6803994,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_24.png,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:00,2:05,0.17229936,0.033203125,0.13929757,5.2562127,0.18243198,2677.236001772736,2953.025305891056,5484.571785274072,1.0842495,1,1.4520023,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_25.png,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:05,2:10,0.2202123,0.0185546875,0.17867008,4.3275023,0.22470747,3369.438213716776,3786.412195713517,7668.268402878481,0.96631956,1,1.6943871,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_26.png,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:10,2:15,0.20973124,0.025390625,0.17124595,4.4802456,0.21488939,2774.106845285605,3346.264070443128,6117.228284512761,1.0613462,1,1.5283496,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_27.png,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:15,2:20,0.1952969,0.025390625,0.15723222,5.0158777,0.19985619,3258.289983030328,3728.796920234312,7482.113612057715,0.96110624,1,1.5282679,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_28.png,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:20,2:25,0.19292307,0.02392578125,0.15517737,4.817962,0.19871989,2944.785390845862,3442.59653744393,6541.097647186775,1.0817041,1,1.5667329,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_29.png,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:25,2:30,0.19008043,0.03271484375,0.15432133,4.948365,0.19771655,2757.970230335033,3411.277740055652,6230.390013232309,1.079179,1,1.4125055,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_30.png,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:30,2:35,0.24987651,0.029296875,0.20129238,4.234572,0.25317502,3382.81888284915,3702.091594179586,7622.154373912413,0.9531285,1,2.0467217,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_31.png,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:35,2:40,0.26805922,0.03564453125,0.21676104,3.9309454,0.27116224,2626.214958456337,3143.542352291724,5533.083943590487,0.9539862,1,1.9704499,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_32.png,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:40,2:45,0.2690395,0.021484375,0.21676892,4.115841,0.2716984,3042.820058955253,3482.220811486186,6786.95586662558,0.986987,1,2.0173476,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_33.png,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:45,2:50,0.2907928,0.03173828125,0.2369932,3.785081,0.295248,3144.889950825006,3580.212754387323,7112.352042850928,0.950048,1,1.8096747,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_34.png,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2:50,2:55,0.285199,0.02197265625,0.23391221,3.800892,0.2893378,3277.799302864782,3644.824284872393,7400.277447977088,1.0491802,1,1.8461975,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_35.png,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2:55,3:00,0.29852438,0.0341796875,0.24263045,3.9095368,0.3055637,4158.570256981507,4131.425804922577,9101.700261020882,1.0292102,1,1.9859384,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_36.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3:00,3:05,0.32191578,0.04736328125,0.264239,4.1047115,0.33480567,4028.749435479837,4092.486825481986,8910.849133555685,0.9720466,1,2.4552395,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_37.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3:05,3:10,0.41726372,0.00732421875,0.35218945,2.9611409,0.42159924,3218.633289985015,3869.158244857613,7655.128652479699,0.97832996,1,2.2754717,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_38.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3:10,3:15,0.41488796,0.02978515625,0.34786877,3.1332493,0.41922355,3389.049701871942,3934.39054645522,7995.513137144721,0.9735861,1,2.501413,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_39.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3:15,3:20,0.4126747,0.01611328125,0.34289375,2.939436,0.41704232,3609.431329273728,4049.272755453272,8418.58312336862,0.9730094,1,2.5988774,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_40.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3:20,3:25,0.41167837,0.03271484375,0.34531513,3.0723574,0.41619065,3642.532716689108,4173.217355418503,8731.089354335847,1.0094198,1,2.4513373,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_41.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3:25,3:30,0.41232824,0.00537109375,0.3457209,3.220718,0.4168578,3749.532958237314,4182.823374023226,8900.107512507251,1.0031965,1,2.6162643,126.0480182926829
espectrogramas_salida_secciones_2\Wont Let You Go (320 kbps)_fragmento_42.png,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3:30,3:35,0.3290424,0.03515625,0.27219978,4.146519,0.3554341,3262.03749142997,3711.228138906844,7426.656870830917,0.94130015,1,2.5415196,126.0480182926829
espectrogramas_salida_secciones_2\Youre Makin Me High (320 kbps)_fragmento_0.png,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:00,0:05,0.08295882493257523,0.130859375,0.06741112470626831,5.367909908294678,0.09230204671621323,1165.20709582983,911.8310740273754,1943.783760513341,0.7989975214004517,1,0.3646838665008545,123.046875
espectrogramas_salida_secciones_2\Youre Makin Me High (320 kbps)_fragmento_1.png,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0:05,0:10,0.1038088276982307,0.0107421875,0.0836401879787445,9.106063842773438,0.1204203143715858,1517.90061437788,1698.753932567496,3230.380156975058,0.8732401728630066,1,0.8918536901473999,126.0480182926829
espectrogramas_salida_secciones_2\Youre Makin Me High (320 kbps)_fragmento_2.png,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0:10,0:15,0.153009757399559,0.0263671875,0.1238263994455338,6.03378438949585,0.1627298593521118,2687.375426998121,3473.3991558515,5874.467648818156,1.123330354690552,1,1.184815883636475,126.0480182926829
espectrogramas_salida_secciones_2\Youre Makin Me High (320 kbps)_fragmento_3.png,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0:15,0:20,0.1461286544799805,0.00732421875,0.1185389310121536,5.272300720214844,0.1552747339010239,2754.255278821708,3327.995784600955,6002.717608033643,1.142909407615662,1,1.215451717376709,126.0480182926829
espectrogramas_salida_secciones_2\Youre Makin Me High (320 kbps)_fragmento_4.png,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0:20,0:25,0.1895046234130859,0.0146484375,0.1538427472114563,5.772927761077881,0.1958684623241425,3276.956293356416,3854.08478570538,7721.576819895592,1.162827014923096,1,1.511036276817322,126.0480182926829
espectrogramas_salida_secciones_2\Youre Makin Me High (320 kbps)_fragmento_5.png,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0:25,0:30,0.2215811759233475,0.0205078125,0.1784794628620148,4.776147365570068,0.2282965630292892,3314.663168908503,3865.380525736477,7794.56988199681,1.183194994926453,1,1.618271708488464,126.0480182926829
